###FILE ALREADY PARSED###
BPM 420 120
911.24 0 1
1402.48 0 2
1893.72 0 3
2384.96 0 4
2876.2 0 5
3367.44 0 4
3858.68 0 2
4227.110000000001 0 7
4595.54 0 6
4841.16 0 5
4963.97 0 7
5209.59 0 2
6437.69 0 3
6499.09 0 4
6683.3 0 5
6744.71 0 6
6928.92 0 7
7174.54 0 2
8709.67 0 2
8771.07 0 1
8771.07 0 3
9016.69 0 4
9200.91 0 2
9262.31 0 1
9262.31 0 5
9385.12 0 3
9630.74 0 6
9692.15 0 2
9753.55 0 1
9937.77 0 3
10121.98 0 1
10183.39 0 2
10183.39 0 7
10367.6 0 7
10429.01 0 1
10674.63 0 1
10736.03 0 2
10736.03 0 3
10981.65 0 4
11165.87 0 1
11227.27 0 2
11227.27 0 5
11350.08 0 3
11595.7 0 6
11657.11 0 1
11718.51 0 2
11902.72 0 3
12086.94 0 2
12148.35 0 1
12148.35 0 4
12291.62 0 5
12393.96 0 2
12455.37 0 6
12639.58 0 7
12639.58 0 1
12700.99 0 3
12823.8 0 7
13069.42 0 6
13130.82 0 7
13315.04 0 7
13560.66 0 3
13622.06 0 1
13806.28 0 2
14051.9 0 3
14113.3 0 4
14297.52 0 5
14420.33 0 6
14604.54 0 7
14850.16 0 4
15095.78 0 7
15280 0 6
15525.62 0 7
15709.83 0 3
15771.24 0 4
15832.64 0 5
15894.05 0 6
15955.45-16508.1 0 7
16630.91 0 1
16815.12 0 4
16815.12 0 3
17122.15 0 6
17122.15 0 5
17122.15 0 1
17244.96 0 5
17244.96 0 6
17490.58 0 5
17490.58 0 6
17613.38 0 1
17736.2 0 2
17736.2 0 3
17797.6 0 4
17981.81 0 2
17981.81 0 3
18104.62 0 2
18104.62 0 3
18104.62 0 1
18166.03 0 4
18227.43 0 5
18473.05 0 6
18473.05 0 5
18595.86 0 1
18718.67 0 3
18718.67 0 2
18780.08 0 5
18780.08 0 4
18964.29 0 6
18964.29 0 7
19087.1 0 1
19209.91 0 3
19271.32 0 4
19332.72 0 5
19332.72 0 6
19578.34 0 1
19701.15 0 6
19762.56 0 5
19946.77 0 4
20008.18 0 7
20008.18 0 6
20069.58 0 1
20130.99 0 5
20192.39 0 7
20192.39 0 6
20438.01 0 6
20438.01 0 5
20560.82 0 1
20683.63 0 4
20683.63 0 3
20745.04 0 5
20745.04 0 6
20990.66 0 5
20990.66 0 6
21052.06 0 1
21174.87 0 6
21174.87 0 7
21420.49 0 4
21420.49 0 3
21481.9 0 5
21481.9 0 6
21543.3 0 1
21788.92 0 6
21788.92 0 5
21850.33 0 4
21911.73 0 6
21911.73 0 7
22034.54 0 1
22157.35 0 6
22157.35 0 7
22464.38 0 5
22525.78 0 1
22525.78 0 6
22525.78 0 7
22689.53 0 5
22689.53 0 6
22853.27 0 4
22853.27 0 5
23017.02 0 6
23017.02 0 3
23017.02 0 1
23180.77 0 3
23180.77 0 4
23344.51 0 2
23344.51 0 5
23508.26 0 1
23508.26 0 2
23549.2 0 3
23590.13 0 4
23631.07 0 5
23672.01 0 6
23712.94 0 7
23753.88 0 2
23794.82 0 3
23835.75 0 4
23876.69 0 5
23917.63 0 6
23958.56 0 7
23999.5 0 1
23999.5 0 2
24040.44 0 3
24081.37 0 4
24122.31 0 5
24163.25 0 6
24204.18 0 7
24245.12 0 2
24286.06 0 3
24326.99 0 4
24367.93 0 5
24490.74 0 1
24674.95 0 2
24736.36 0 1
24981.98 0 4
24981.98 0 2
24981.98 0 3
25166.19 0 2
25227.6 0 1
25411.81 0 2
25473.22 0 1
25473.22 0 5
25657.43 0 2
25718.84 0 1
25964.46 0 6
25964.46 0 2
25964.46 0 3
26148.67 0 2
26210.08 0 1
26394.29 0 2
26455.7 0 1
26455.7 0 7
26639.91 0 2
26701.32 0 1
26946.94 0 6
26946.94 0 2
26946.94 0 3
27131.15 0 2
27192.56 0 1
27376.77 0 2
27438.18 0 1
27438.18 0 5
27622.39 0 2
27683.8 0 1
27929.42 0 3
27929.42 0 2
27929.42 0 7
